index,chrom,type_prot,start_chrom,end_chrom,gene_name,gene_biotype,gene_id,transcript_name,transcript_id,tss_id
409626,3R,UTR,30037984,30038039,janB,protein_coding,FBgn0001281,janB-RA,FBtr0085598,TSS8820
409637,3R,UTR,30038622,30038862,janA,protein_coding,FBgn0001280,janA-RC,FBtr0085595,TSS938
409676,3R,UTR,30039719,30039812,Sry-beta,protein_coding,FBgn0003511,Sry-beta-RB,FBtr0346861,TSS12524
409678,3R,UTR,30039719,30041261,Sry-alpha,protein_coding,FBgn0003510,Sry-alpha-RB,FBtr0346862,TSS12524
409708,3R,UTR,30043341,30043478,Sry-delta,protein_coding,FBgn0003512,Sry-delta-RA,FBtr0085558,TSS3687
409715,3R,UTR,30045229,30045312,RpL32,protein_coding,FBgn0002626,RpL32-RA,FBtr0085594,TSS10517
409759,3R,UTR,30046470,30047089,CG7943,protein_coding,FBgn0039741,CG7943-RB,FBtr0085559,TSS18405
409781,3R,UTR,30048635,30048808,CG15528,protein_coding,FBgn0039742,CG15528-RB,FBtr0303240,TSS8147
409786,3R,exon,30049293,30049436,CR44046,lincRNA,FBgn0264838,CR44046-RB,FBtr0334708,TSS20659
409797,3R,UTR,30052514,30052798,CG7946,protein_coding,FBgn0039743,CG7946-RA,FBtr0085561,TSS8682
409819,3R,UTR,30054696,30054865,spn-A,protein_coding,FBgn0003479,spn-A-RA,FBtr0085589,TSS6810
409835,3R,UTR,30055957,30056135,CG15526,protein_coding,FBgn0039744,CG15526-RA,FBtr0085562,TSS11354
409844,3R,UTR,30056859,30057002,CG34317,protein_coding,FBgn0085346,CG34317-RA,FBtr0112516,TSS943
409845,3R,UTR,30056859,30057034,CG7950,protein_coding,FBgn0260468,CG7950-RB,FBtr0085564,TSS943
409871,3R,UTR,30058311,30058924,sima,protein_coding,FBgn0266411,sima-RA,FBtr0344374,TSS3931
409933,3R,exon,30106997,30107532,CR46112,lincRNA,FBgn0267781,CR46112-RA,FBtr0347346,TSS15373
409969,3R,UTR,30122023,30122053,CG45072,protein_coding,FBgn0266442,CG45072-RB,FBtr0344436,TSS12904
409980,3R,exon,30123801,30123969,CG45073,protein_coding,FBgn0266443,CG45073-RA,FBtr0344435,TSS16395
409989,3R,UTR,30125633,30125764,Ppi1,protein_coding,FBgn0051025,Ppi1-RA,FBtr0085587,TSS14128
410013,3R,UTR,30129279,30129380,CG31029,protein_coding,FBgn0051029,CG31029-RA,FBtr0085585,TSS14018
410024,3R,UTR,30132981,30133241,Tpi,protein_coding,FBgn0086355,Tpi-RC,FBtr0085584,TSS5971
410055,3R,UTR,30134856,30135274,AdoR,protein_coding,FBgn0039747,AdoR-RA,FBtr0085581,TSS21448
410061,3R,exon,30135008,30137581,CR46082,lincRNA,FBgn0267751,CR46082-RA,FBtr0347306,TSS594
410087,3R,UTR,30152059,30152180,CG15529,protein_coding,FBgn0039748,CG15529-RB,FBtr0347342,TSS19889
410105,3R,UTR,30153022,30153088,CG11498,protein_coding,FBgn0039749,CG11498-RB,FBtr0302562,TSS11353
410141,3R,UTR,30164692,30164977,CG31030,protein_coding,FBgn0051030,CG31030-RB,FBtr0110834,TSS15712
410161,3R,UTR,30166631,30166800,CG31028,protein_coding,FBgn0051028,CG31028-RC,FBtr0290050,TSS2110
410186,3R,UTR,30171438,30172989,Mlc2,protein_coding,FBgn0002773,Mlc2-RA,FBtr0089747,TSS8302
410197,3R,UTR,30175786,30176516,CG1983,protein_coding,FBgn0039751,CG1983-RB,FBtr0339185,TSS15539
410231,3R,UTR,30177877,30177976,CG15530,protein_coding,FBgn0039752,CG15530-RC,FBtr0339182,TSS20271
410276,3R,UTR,30180232,30180355,Bet5,protein_coding,FBgn0260860,Bet5-RA,FBtr0085570,TSS22526
410287,3R,exon,30183845,30184398,CR44262,lincRNA,FBgn0265202,CR44262-RA,FBtr0339184,TSS20796
410289,3R,UTR,30185423,30185843,CG9747,protein_coding,FBgn0039754,CG9747-RB,FBtr0346162,TSS16105
410315,3R,UTR,30194790,30194882,CG15531,protein_coding,FBgn0039755,CG15531-RA,FBtr0085572,TSS21960
410328,3R,UTR,30196360,30196636,CG9743,protein_coding,FBgn0039756,CG9743-RA,FBtr0085571,TSS15507
410345,3R,UTR,30206447,30206637,RpS7,protein_coding,FBgn0039757,RpS7-RE,FBtr0339183,TSS14464
410365,3R,exon,30206783,30206926,snoRNA:Psi28S-2149,snoRNA,FBgn0086664,snoRNA:Psi28S-2149-RA,FBtr0091777,TSS1450
410367,3R,exon,30206976,30207112,snoRNA:Psi18S-1377e,snoRNA,FBgn0083047,snoRNA:Psi18S-1377e-RA,FBtr0113594,TSS18334
410369,3R,exon,30207156,30207291,snoRNA:Psi18S-1377d,snoRNA,FBgn0083048,snoRNA:Psi18S-1377d-RA,FBtr0113595,TSS5721
410371,3R,exon,30207322,30207458,snoRNA:Psi18S-1377c,snoRNA,FBgn0083049,snoRNA:Psi18S-1377c-RA,FBtr0113596,TSS622
410373,3R,exon,30207493,30207630,snoRNA:Psi18S-1377b,snoRNA,FBgn0083050,snoRNA:Psi18S-1377b-RA,FBtr0113597,TSS20156
410375,3R,exon,30207745,30207883,snoRNA:Psi18S-1377a,snoRNA,FBgn0086665,snoRNA:Psi18S-1377a-RA,FBtr0091751,TSS20737
410377,3R,exon,30207898,30208039,snoRNA:Psi28S-2626,snoRNA,FBgn0082983,snoRNA:Psi28S-2626-RA,FBtr0113598,TSS16149
410405,3R,UTR,30209948,30209984,Anp,protein_coding,FBgn0000094,Anp-RB,FBtr0346141,TSS15078
410423,3R,UTR,30210874,30210947,CecA1,protein_coding,FBgn0000276,CecA1-RA,FBtr0085612,TSS14444
410432,3R,exon,30211527,30211602,Cec-Psi1,pseudogene,FBgn0000280,Cec-Psi1-RA,FBtr0085613,TSS16055
410435,3R,UTR,30212156,30212237,CecA2,protein_coding,FBgn0000277,CecA2-RA,FBtr0085614,TSS19629
410444,3R,exon,30212903,30212989,Cec2,pseudogene,FBgn0000281,Cec2-RA,FBtr0089614,TSS14702
410447,3R,UTR,30213315,30213475,CecB,protein_coding,FBgn0000278,CecB-RA,FBtr0085640,TSS1383
410456,3R,UTR,30216484,30216576,CecC,protein_coding,FBgn0000279,CecC-RA,FBtr0085616,TSS2046
410465,3R,UTR,30237094,30237323,CG43448,protein_coding,FBgn0263402,CG43448-RA,FBtr0309181,TSS550
410476,3R,UTR,30241268,30241515,CG9737,protein_coding,FBgn0039758,CG9737-RA,FBtr0085639,TSS19932
410489,3R,UTR,30243978,30244105,CG9733,protein_coding,FBgn0039759,CG9733-RA,FBtr0085638,TSS19290
410511,3R,exon,30247964,30248043,tRNA:CR31383,tRNA,FBgn0051383,tRNA:CR31383-RA,FBtr0085637,TSS3736
410513,3R,exon,30248616,30248695,tRNA:CR31023,tRNA,FBgn0051023,tRNA:CR31023-RA,FBtr0085636,TSS10818
410515,3R,UTR,30249583,30249592,CG34299,protein_coding,FBgn0085328,CG34299-RB,FBtr0304738,TSS1529
410535,3R,UTR,30250928,30251106,CG9682,protein_coding,FBgn0039760,CG9682-RC,FBtr0345231,TSS13151
410565,3R,UTR,30253182,30253191,CG18404,protein_coding,FBgn0039761,CG18404-RA,FBtr0085618,TSS6926
410582,3R,exon,30272762,30273555,CR46113,lincRNA,FBgn0267782,CR46113-RA,FBtr0347348,TSS9731
410584,3R,UTR,30277932,30278943,hdc,protein_coding,FBgn0010113,hdc-RC,FBtr0085621,TSS16467
410599,3R,UTR,30305808,30306015,CG34300,protein_coding,FBgn0085329,CG34300-RB,FBtr0305269,TSS17312
410630,3R,exon,30357255,30358138,CR46114,lincRNA,FBgn0267783,CR46114-RA,FBtr0347347,TSS15815
410677,3R,UTR,30385573,30385983,Fer1HCH,protein_coding,FBgn0015222,Fer1HCH-RG,FBtr0306588,TSS7208
410796,3R,UTR,30387804,30387921,Fer2LCH,protein_coding,FBgn0015221,Fer2LCH-RA,FBtr0085622,TSS6421
410855,3R,exon,30404429,30404989,CR45570,lincRNA,FBgn0267130,CR45570-RA,FBtr0346226,TSS13503
410857,3R,UTR,30418767,30419006,CG42740,protein_coding,FBgn0261704,CG42740-RB,FBtr0303202,TSS7118
410860,3R,UTR,30418767,30419023,CG2217,protein_coding,FBgn0027544,CG2217-RA,FBtr0085630,TSS7118
410930,3R,UTR,30423032,30423405,CG15535,protein_coding,FBgn0039764,CG15535-RB,FBtr0346511,TSS3352
410948,3R,UTR,30423974,30424011,mRpS18C,protein_coding,FBgn0039765,mRpS18C-RA,FBtr0085625,TSS23214
410957,3R,UTR,30424499,30424570,CG15536,protein_coding,FBgn0039766,CG15536-RA,FBtr0085628,TSS21269
410964,3R,UTR,30425427,30426058,CG2218,protein_coding,FBgn0039767,CG2218-RA,FBtr0085627,TSS2747
410982,3R,UTR,30428820,30428841,CG15533,protein_coding,FBgn0039768,CG15533-RA,FBtr0085626,TSS14753
410995,3R,CDS,30432064,30432190,CG15534,protein_coding,FBgn0039769,CG15534-RA,FBtr0085644,TSS22573
411007,3R,UTR,30435177,30435356,CG15537,protein_coding,FBgn0039770,CG15537-RC,FBtr0339141,TSS17239
411045,3R,UTR,30444076,30444148,Osi23,protein_coding,FBgn0039771,Osi23-RB,FBtr0330291,TSS1909
411056,3R,UTR,30445635,30446168,aralar1,protein_coding,FBgn0028646,aralar1-RF,FBtr0330290,TSS5132
411208,3R,UTR,30456441,30457058,CG2224,protein_coding,FBgn0039773,CG2224-RB,FBtr0331358,TSS10075
411238,3R,UTR,30459521,30459540,CDase,protein_coding,FBgn0039774,CDase-RF,FBtr0331357,TSS20395
411342,3R,UTR,30466050,30466374,PH4alphaEFB,protein_coding,FBgn0039776,PH4alphaEFB-RA,FBtr0085650,TSS8719
411349,3R,UTR,30476684,30476812,spdo,protein_coding,FBgn0260440,spdo-RA,FBtr0085651,TSS23099
411374,3R,UTR,30487016,30487099,Jon99Fii,protein_coding,FBgn0039777,Jon99Fii-RA,FBtr0085690,TSS17003
411381,3R,UTR,30488963,30488987,Jon99Fi,protein_coding,FBgn0039778,Jon99Fi-RA,FBtr0085652,TSS8728
411388,3R,UTR,30490074,30490139,PH4alphaSG2,protein_coding,FBgn0039779,PH4alphaSG2-RA,FBtr0085653,TSS12523
411399,3R,UTR,30491813,30492021,PH4alphaMP,protein_coding,FBgn0026190,PH4alphaMP-RA,FBtr0085689,TSS1809
411420,3R,UTR,30496751,30496769,PH4alphaNE1,protein_coding,FBgn0039780,PH4alphaNE1-RA,FBtr0085688,TSS17704
411441,3R,UTR,30501124,30501201,CG31371,protein_coding,FBgn0051371,CG31371-RB,FBtr0302522,TSS15376
411477,3R,UTR,30503665,30503718,PH4alphaSG1,protein_coding,FBgn0051014,PH4alphaSG1-RA,FBtr0085686,TSS8642
411494,3R,UTR,30505987,30505988,CG15539,protein_coding,FBgn0039782,CG15539-RB,FBtr0110859,TSS12480
411525,3R,exon,30506829,30506887,mir-4908,pre_miRNA,FBgn0263527,mir-4908-RM,FBtr0309608,TSS12173
411565,3R,UTR,30508023,30508048,CG34041,protein_coding,FBgn0054041,CG34041-RE,FBtr0332434,TSS9602
411618,3R,UTR,30510083,30510231,PH4alphaNE2,protein_coding,FBgn0039783,PH4alphaNE2-RA,FBtr0085685,TSS10316
411639,3R,UTR,30512325,30512395,CG31524,protein_coding,FBgn0051524,CG31524-RA,FBtr0085684,TSS16371
411677,3R,UTR,30514777,30514823,CG9698,protein_coding,FBgn0039784,CG9698-RA,FBtr0085657,TSS9697
411700,3R,UTR,30517059,30518330,jdp,protein_coding,FBgn0027654,jdp-RA,FBtr0085681,TSS13704
411743,3R,exon,30528280,30528496,CR45552,lincRNA,FBgn0267112,CR45552-RB,FBtr0346209,TSS13569
411748,3R,exon,30530355,30530476,CR45553,lincRNA,FBgn0267113,CR45553-RA,FBtr0346206,TSS19990
411759,3R,UTR,30532607,30532644,tmod,protein_coding,FBgn0082582,tmod-RL,FBtr0302601,TSS16818
411856,3R,UTR,30554554,30556616,CG34155,protein_coding,FBgn0083991,CG34155-RA,FBtr0111047,TSS8069
412119,3R,UTR,30579429,30579660,CG9702,protein_coding,FBgn0039787,CG9702-RA,FBtr0085664,TSS11735
412152,3R,UTR,30582198,30582268,Rpt6R,protein_coding,FBgn0039788,Rpt6R-RA,FBtr0085680,TSS51
412161,3R,UTR,30584020,30584547,CG9717,protein_coding,FBgn0039789,CG9717-RA,FBtr0085679,TSS16292
412174,3R,UTR,30592971,30593261,CG2246,protein_coding,FBgn0039790,CG2246-RB,FBtr0085675,TSS4771
412448,3R,CDS,30597004,30597064,CG31019,protein_coding,FBgn0051019,CG31019-RB,FBtr0335439,TSS7449
412516,3R,UTR,30602206,30602284,CG31021,protein_coding,FBgn0051021,CG31021-RB,FBtr0300983,TSS14007
412535,3R,UTR,30604181,30604187,PH4alphaNE3,protein_coding,FBgn0051017,PH4alphaNE3-RA,FBtr0085667,TSS16039
412554,3R,UTR,30606189,30606194,CG31016,protein_coding,FBgn0051016,CG31016-RB,FBtr0300962,TSS2330
412592,3R,exon,30612028,30615478,CR45571,lincRNA,FBgn0267131,CR45571-RB,FBtr0346228,TSS4069
412596,3R,UTR,30618626,30618756,CG44954,protein_coding,FBgn0266259,CG44954-RA,FBtr0343926,TSS1984
412607,3R,exon,30624829,30625592,CR44136,lincRNA,FBgn0264985,CR44136-RA,FBtr0335442,TSS284
412609,3R,UTR,30627241,30627604,CG2267,protein_coding,FBgn0039792,CG2267-RA,FBtr0085672,TSS16814
412627,3R,UTR,30643767,30643880,CG31013,protein_coding,FBgn0051013,CG31013-RA,FBtr0085671,TSS10398
412646,3R,UTR,30646106,30646421,PH4alphaPV,protein_coding,FBgn0051015,PH4alphaPV-RA,FBtr0085670,TSS12483
412667,3R,UTR,30649151,30649166,CG34432,protein_coding,FBgn0085461,CG34432-RA,FBtr0112733,TSS15414
412674,3R,UTR,30649961,30649967,CG34433,protein_coding,FBgn0085462,CG34433-RA,FBtr0112734,TSS4907
412690,3R,exon,30664778,30664959,CR45191,lincRNA,FBgn0266701,CR45191-RA,FBtr0345125,TSS11853
412694,3R,UTR,30690642,30690662,Spn100A,protein_coding,FBgn0039795,Spn100A-RA,FBtr0085698,TSS20535
412703,3R,UTR,30693572,30694133,CG12069,protein_coding,FBgn0039796,CG12069-RA,FBtr0085728,TSS21412
412729,3R,UTR,30695537,30695650,Pka-C2,protein_coding,FBgn0000274,Pka-C2-RC,FBtr0335454,TSS9521
412759,3R,exon,30697380,30697621,CR46115,lincRNA,FBgn0267784,CR46115-RA,FBtr0347349,TSS1827
412760,3R,exon,30697380,30697621,CR45992,lincRNA,FBgn0267654,CR45992-RA,FBtr0347122,TSS1827
412775,3R,UTR,30704762,30705141,CG31010,protein_coding,FBgn0051010,CG31010-RB,FBtr0335453,TSS3493
412791,3R,UTR,30726087,30726309,CG1340,protein_coding,FBgn0039797,CG1340-RC,FBtr0339513,TSS18106
412811,3R,UTR,30729837,30729926,CG11313,protein_coding,FBgn0039798,CG11313-RD,FBtr0335452,TSS5072
412833,3R,UTR,30742880,30742943,CG15543,protein_coding,FBgn0039799,CG15543-RA,FBtr0085700,TSS20265
412847,3R,UTR,30744605,30744753,Npc2g,protein_coding,FBgn0039800,Npc2g-RA,FBtr0085723,TSS2308
412861,3R,UTR,30745479,30745786,Npc2h,protein_coding,FBgn0039801,Npc2h-RA,FBtr0085722,TSS19529
412884,3R,exon,30746685,30747172,CR43238,lincRNA,FBgn0262883,CR43238-RA,FBtr0306291,TSS14341
412886,3R,UTR,30765926,30766283,zfh1,protein_coding,FBgn0004606,zfh1-RE,FBtr0331180,TSS1190
412904,3R,exon,30781178,30781421,CR45189,lincRNA,FBgn0266699,CR45189-RA,FBtr0345123,TSS13081
412932,3R,UTR,30789625,30790974,wts,protein_coding,FBgn0011739,wts-RA,FBtr0085720,TSS5030
412939,3R,exon,30791636,30791696,mir-1013,pre_miRNA,FBgn0262444,mir-1013-RM,FBtr0304452,TSS7498
412957,3R,UTR,30807117,30807143,dj-1beta,protein_coding,FBgn0039802,dj-1beta-RA,FBtr0085703,TSS20922
412968,3R,UTR,30808617,30809270,cindr,protein_coding,FBgn0027598,cindr-RC,FBtr0085704,TSS21185
413104,3R,UTR,30827819,30828465,CG15544,protein_coding,FBgn0039804,CG15544-RA,FBtr0085708,TSS15904
413130,3R,UTR,30852315,30852546,tll,protein_coding,FBgn0003720,tll-RA,FBtr0085709,TSS10751
413139,3R,UTR,30867521,30867671,Cpr100A,protein_coding,FBgn0039805,Cpr100A-RA,FBtr0085710,TSS20138
413150,3R,UTR,30870939,30871057,CG15545,protein_coding,FBgn0039806,CG15545-RA,FBtr0085719,TSS14046
413161,3R,UTR,30874365,30874901,CG15546,protein_coding,FBgn0039807,CG15546-RA,FBtr0085718,TSS2671
413168,3R,UTR,30877084,30877697,CG12071,protein_coding,FBgn0039808,CG12071-RE,FBtr0344716,TSS5075
413236,3R,UTR,30881792,30882115,CG15547,protein_coding,FBgn0039809,CG15547-RA,FBtr0085715,TSS10304
413247,3R,UTR,30883464,30883912,Sap-r,protein_coding,FBgn0000416,Sap-r-RA,FBtr0085713,TSS6493
413283,3R,UTR,30894038,30894170,Cyp4c3,protein_coding,FBgn0015032,Cyp4c3-RA,FBtr0085712,TSS12421
413304,3R,exon,30900718,30900873,CG33483,protein_coding,FBgn0053483,CG33483-RB,FBtr0303425,TSS21542
413329,3R,UTR,30912754,30913584,Ptx1,protein_coding,FBgn0020912,Ptx1-RA,FBtr0089389,TSS11639
413350,3R,exon,30921682,30922383,CR44041,lincRNA,FBgn0264833,CR44041-RA,FBtr0334697,TSS21459
413376,3R,UTR,30935396,30936044,CG15549,protein_coding,FBgn0039810,CG15549-RA,FBtr0085752,TSS13109
413383,3R,UTR,30936589,30936666,CG15550,protein_coding,FBgn0039811,CG15550-RA,FBtr0085751,TSS14856
413390,3R,UTR,30959700,30959806,CG15548,protein_coding,FBgn0039812,CG15548-RA,FBtr0085731,TSS1135
413397,3R,UTR,30963290,30963447,Ctr1C,protein_coding,FBgn0062411,Ctr1C-RA,FBtr0085749,TSS9538
413404,3R,UTR,30968236,30969883,5-HT7,protein_coding,FBgn0004573,5-HT7-RB,FBtr0334508,TSS13680
413420,3R,exon,30984809,30985135,CR46116,lincRNA,FBgn0267785,CR46116-RA,FBtr0347351,TSS15206
413422,3R,UTR,30989478,30989571,CG31008,protein_coding,FBgn0051008,CG31008-RA,FBtr0085748,TSS15306
413429,3R,UTR,30991700,30991886,CG31007,protein_coding,FBgn0051007,CG31007-RA,FBtr0085747,TSS3676
413436,3R,exon,30992803,30993615,CR46117,lincRNA,FBgn0267786,CR46117-RA,FBtr0347352,TSS18830
413442,3R,UTR,31035346,31035388,CG33773,protein_coding,FBgn0053773,CG33773-RA,FBtr0091774,TSS19284
413455,3R,UTR,31039374,31039528,CanA1,protein_coding,FBgn0010015,CanA1-RB,FBtr0304582,TSS7092
413532,3R,exon,31044391,31044546,CG33920,protein_coding,FBgn0053920,CG33920-RA,FBtr0091924,TSS10461
413555,3R,UTR,31048929,31049162,Aph-4,protein_coding,FBgn0016123,Aph-4-RA,FBtr0085733,TSS6592
413573,3R,exon,31051098,31051203,mir-4948,pre_miRNA,FBgn0263562,mir-4948-RM,FBtr0309703,TSS12230
413587,3R,UTR,31052616,31052762,l(3)03670,protein_coding,FBgn0010808,l(3)03670-RA,FBtr0085745,TSS19197
413598,3R,UTR,31054085,31056528,dco,protein_coding,FBgn0002413,dco-RD,FBtr0334548,TSS1528
413646,3R,UTR,31065253,31065438,Sox100B,protein_coding,FBgn0024288,Sox100B-RA,FBtr0085735,TSS4892
413657,3R,UTR,31090712,31091366,CG11317,protein_coding,FBgn0039816,CG11317-RA,FBtr0085741,TSS19799
413683,3R,UTR,31098868,31098990,CG15553,protein_coding,FBgn0039817,CG15553-RC,FBtr0290201,TSS13720
413708,3R,UTR,31106362,31106604,CG11318,protein_coding,FBgn0039818,CG11318-RA,FBtr0085739,TSS16717
413717,3R,UTR,31122527,31122625,Prosalpha3T,protein_coding,FBgn0261395,Prosalpha3T-RA,FBtr0085738,TSS12476
413724,3R,UTR,31126149,31126236,CG15554,protein_coding,FBgn0039820,CG15554-RA,FBtr0085736,TSS12030
413733,3R,UTR,31127965,31128023,CG15556,protein_coding,FBgn0039821,CG15556-RA,FBtr0085737,TSS6941
413760,3R,exon,31132330,31132768,CR43458,lincRNA,FBgn0263412,CR43458-RA,FBtr0309192,TSS6143
413765,3R,UTR,31134392,31134668,Gycbeta100B,protein_coding,FBgn0013973,Gycbeta100B-RA,FBtr0085753,TSS11366
413798,3R,UTR,31158156,31158428,stops,protein_coding,FBgn0086704,stops-RC,FBtr0301346,TSS2719
413873,3R,UTR,31178389,31178563,mesh,protein_coding,FBgn0051004,mesh-RE,FBtr0344066,TSS20470
414018,3R,UTR,31193362,31193384,bnk,protein_coding,FBgn0004389,bnk-RA,FBtr0085754,TSS5242
414053,3R,UTR,31196916,31197011,CG1544,protein_coding,FBgn0039827,CG1544-RA,FBtr0085755,TSS21318
414082,3R,UTR,31204180,31204558,chp,protein_coding,FBgn0267435,chp-RD,FBtr0330101,TSS13919
414257,3R,UTR,31210966,31211184,Zwilch,protein_coding,FBgn0061476,Zwilch-RA,FBtr0085777,TSS20123
414270,3R,UTR,31213458,31213543,CG1542,protein_coding,FBgn0039828,CG1542-RA,FBtr0085757,TSS13820
414281,3R,UTR,31214776,31214807,CG15561,protein_coding,FBgn0039829,CG15561-RA,FBtr0085776,TSS13020
414288,3R,UTR,31216145,31217013,CG1746,protein_coding,FBgn0039830,CG1746-RE,FBtr0305121,TSS12817
414318,3R,exon,31217364,31217662,RNaseP:RNA,lincRNA,FBgn0046696,RNaseP:RNA-RA,FBtr0085775,TSS15746
414360,3R,exon,31219274,31219372,mir-4949,pre_miRNA,FBgn0263544,mir-4949-RM,FBtr0309654,TSS14569
414368,3R,UTR,31220702,31220842,CG12054,protein_coding,FBgn0039831,CG12054-RE,FBtr0335408,TSS21804
414440,3R,UTR,31231685,31231943,CG15563,protein_coding,FBgn0039832,CG15563-RA,FBtr0085771,TSS21053
414447,3R,UTR,31232415,31232619,CG15564,protein_coding,FBgn0039833,CG15564-RA,FBtr0085770,TSS14583
414464,3R,UTR,31236035,31237227,qless,protein_coding,FBgn0051005,qless-RB,FBtr0345211,TSS5297
414506,3R,UTR,31252872,31252918,mRpL32,protein_coding,FBgn0039835,mRpL32-RA,FBtr0085759,TSS15653
414517,3R,exon,31253659,31254023,CG1750,protein_coding,FBgn0039836,CG1750-RA,FBtr0085767,TSS13976
414529,3R,UTR,31255127,31255242,spn-F,protein_coding,FBgn0086362,spn-F-RA,FBtr0085760,TSS15906
414547,3R,UTR,31257599,31257785,CG3669,protein_coding,FBgn0039838,CG3669-RB,FBtr0113313,TSS20057
414562,3R,UTR,31260247,31260406,CG18672,protein_coding,FBgn0040628,CG18672-RC,FBtr0344064,TSS11914
414607,3R,UTR,31262598,31262687,CG18673,protein_coding,FBgn0040629,CG18673-RC,FBtr0305336,TSS7082
414622,3R,CDS,31265730,31265986,ppk24,protein_coding,FBgn0039839,ppk24-RA,FBtr0085764,TSS17193
414643,3R,UTR,31302489,31302849,CG11340,protein_coding,FBgn0039840,CG11340-RA,FBtr0085766,TSS3985
414652,3R,UTR,31311157,31311663,CG34347,protein_coding,FBgn0085376,CG34347-RE,FBtr0334566,TSS23165
414668,3R,exon,31345139,31345746,CR46118,lincRNA,FBgn0267787,CR46118-RA,FBtr0347353,TSS5041
414734,3R,UTR,31372427,31372561,gskt,protein_coding,FBgn0046332,gskt-RA,FBtr0085784,TSS21951
414741,3R,UTR,31382109,31382335,CG1607,protein_coding,FBgn0039844,CG1607-RA,FBtr0085785,TSS17162
414833,3R,UTR,31391894,31391976,CG31204,protein_coding,FBgn0051204,CG31204-RA,FBtr0085814,TSS9349
414840,3R,UTR,31393582,31393628,CG31002,protein_coding,FBgn0051002,CG31002-RA,FBtr0085813,TSS16595
414849,3R,UTR,31395660,31395990,Gcn2,protein_coding,FBgn0019990,Gcn2-RA,FBtr0085787,TSS16972
414924,3R,UTR,31401560,31402053,CG11337,protein_coding,FBgn0039846,CG11337-RD,FBtr0300881,TSS3383
414980,3R,UTR,31405245,31405956,Gprk2,protein_coding,FBgn0261988,Gprk2-RA,FBtr0085788,TSS9901
415042,3R,UTR,31458380,31458583,lox,protein_coding,FBgn0039848,lox-RA,FBtr0085810,TSS2368
415051,3R,UTR,31459822,31460011,CG11334,protein_coding,FBgn0039849,CG11334-RA,FBtr0085808,TSS14187
415102,3R,UTR,31463301,31463349,CG11333,protein_coding,FBgn0039850,CG11333-RA,FBtr0085789,TSS15578
415113,3R,exon,31469103,31469978,CR45554,lincRNA,FBgn0267114,CR45554-RA,FBtr0346210,TSS14581
415115,3R,exon,31473041,31473738,CR45555,lincRNA,FBgn0267115,CR45555-RA,FBtr0346211,TSS6972
415117,3R,exon,31491078,31492678,CR45572,lincRNA,FBgn0267132,CR45572-RA,FBtr0346229,TSS17803
415119,3R,UTR,31499235,31499592,mey,protein_coding,FBgn0039851,mey-RA,FBtr0085790,TSS15192
415157,3R,exon,31519878,31523278,CR45573,lincRNA,FBgn0267133,CR45573-RA,FBtr0346231,TSS19790
415159,3R,UTR,31543032,31543527,nyo,protein_coding,FBgn0039852,nyo-RC,FBtr0300875,TSS12620
415205,3R,exon,31568103,31569097,CR46120,lincRNA,FBgn0267789,CR46120-RA,FBtr0347355,TSS3332
415207,3R,exon,31570983,31571281,CR46119,lincRNA,FBgn0267788,CR46119-RA,FBtr0347354,TSS21601
415209,3R,UTR,31572143,31572238,gammaCOP,protein_coding,FBgn0028968,gammaCOP-RC,FBtr0301290,TSS15319
415275,3R,UTR,31575835,31576891,pygo,protein_coding,FBgn0043900,pygo-RA,FBtr0085806,TSS10960
415286,3R,UTR,31580951,31581022,rod,protein_coding,FBgn0003268,rod-RA,FBtr0085795,TSS21794
415319,3R,exon,31588279,31588471,CR45190,lincRNA,FBgn0266700,CR45190-RA,FBtr0345124,TSS6126
415321,3R,UTR,31588673,31588752,CG1635,protein_coding,FBgn0039854,CG1635-RA,FBtr0085796,TSS16832
415336,3R,UTR,31590581,31590617,CG1638,protein_coding,FBgn0039855,CG1638-RB,FBtr0113315,TSS4317
415349,3R,UTR,31592803,31593119,CG1774,protein_coding,FBgn0039856,CG1774-RA,FBtr0085798,TSS13769
415367,3R,UTR,31594792,31594923,RpL6,protein_coding,FBgn0039857,RpL6-RA,FBtr0085804,TSS13327
415387,3R,UTR,31596642,31599272,CycG,protein_coding,FBgn0039858,CycG-RF,FBtr0333328,TSS12559
415470,3R,UTR,31611046,31611680,Med,protein_coding,FBgn0011655,Med-RC,FBtr0337030,TSS17038
415539,3R,UTR,31615284,31615400,CG11539,protein_coding,FBgn0039859,CG11539-RB,FBtr0337033,TSS11217
415555,3R,UTR,31616303,31616401,CG1792,protein_coding,FBgn0039860,CG1792-RA,FBtr0085819,TSS8273
415568,3R,UTR,31617977,31618537,pasha,protein_coding,FBgn0039861,pasha-RA,FBtr0085820,TSS13443
415615,3R,UTR,31622136,31622822,kek6,protein_coding,FBgn0039862,kek6-RA,FBtr0085821,TSS2965
415641,3R,UTR,31669465,31669680,CG1815,protein_coding,FBgn0039863,CG1815-RB,FBtr0085823,TSS21502
415689,3R,UTR,31678147,31678226,CG11550,protein_coding,FBgn0039864,CG11550-RA,FBtr0085867,TSS18933
415704,3R,exon,31680596,31680895,CR44091,lincRNA,FBgn0264900,CR44091-RA,FBtr0334932,TSS2857
415707,3R,exon,31687978,31688449,CR45564,lincRNA,FBgn0267124,CR45564-RA,FBtr0346221,TSS17463
415710,3R,exon,31689128,31689878,CR45565,lincRNA,FBgn0267125,CR45565-RA,FBtr0346220,TSS4984
